brand,tier,year,season,dispersion_mean,dispersion_std,lab_entropy_mean,mean_L,saturation_mean,saturation_std,value_mean,hue_conc_mean,hue_mean,n_images,ARI_raw,ARI
Tommy Hilfiger,Fast Fashion,2011,Spring,35.54576518617827,7.845107356150884,2.174336491942082,57.29006944853684,0.37435468723220294,0.2544031632071409,0.678289394833854,0.7441716394691664,0.5451541948364325,29,0.30432095441525586,0.17197144534348008
Tommy Hilfiger,Fast Fashion,2012,Fall,22.620865694681804,5.704682749004781,2.227881692920373,26.270743370056152,0.350629326799605,0.23848049410667235,0.30245543177609024,0.6773382024984571,0.3658235462418602,30,1.5461778728108422,0.8737434596191523
Tommy Hilfiger,Fast Fashion,2012,Spring,28.461538314819336,7.201237049588078,2.091901840396693,40.10130386352539,0.45496819875966754,0.19689732371869711,0.5050055017589902,0.6774153642590137,0.5826421914150163,30,0.7506280193935115,0.42417908966686896
Tommy Hilfiger,Fast Fashion,2013,Fall,25.902059014638265,8.662070151517277,2.5108410793391815,36.51684185663859,0.23799904051581394,0.1975529204996203,0.3923485035091018,0.5792767922672297,0.4599999721412779,30,0.7996197827913653,0.45186428268173534
Tommy Hilfiger,Fast Fashion,2013,Spring,30.34157419204712,8.109985495932902,2.540919549215219,60.20215670267741,0.25939107116612914,0.22283263604501208,0.6541437948066741,0.6185561254287336,0.3991355226138141,30,-0.13740441093216438,-0.07764708542656043
Tommy Hilfiger,Fast Fashion,2014,Fall,29.035253047943115,6.347467306752971,2.436209186669258,34.31346476872762,0.48591544833413014,0.24555342060190768,0.4263419708048614,0.5989563937578315,0.4728945429277606,30,2.0206202245902922,1.1418503243746396
Tommy Hilfiger,Fast Fashion,2014,Spring,33.892208925882976,5.225174023368714,2.3632263549578303,46.42486038208008,0.5578261967012037,0.2804890142144915,0.5694120390240103,0.6139673528597612,0.45295833322694523,30,1.9460762952376591,1.0997256297508773
Tommy Hilfiger,Fast Fashion,2015,Fall,26.100678316752116,7.74847399878482,2.233056618500827,36.622974745432536,0.36075916625928756,0.1949499956610944,0.42949360248285035,0.6527026776205641,0.4779441053938431,30,0.7711585584504631,0.4357808752951009
Tommy Hilfiger,Fast Fashion,2015,Spring,26.55716190338135,5.894400457362749,2.5423193530305213,21.75461416244507,0.4835371815923911,0.25200669396744624,0.28951137946723027,0.5653304495134361,0.5869587219705805,30,2.8095839219454786,1.5876928645914683
Tommy Hilfiger,Fast Fashion,2016,Fall,28.542099698384604,8.2286199056559,2.2487555185572785,33.999812316894534,0.3083812684146066,0.1840388665162935,0.39491713139023626,0.6511736608047541,0.496946616402509,30,0.8072990662169206,0.456203837519267
