key,brand,tier,year,season,segmented,dispersion,lab_entropy,mean_L,mean_saturation,std_saturation,mean_value,hue_concentration,mean_hue
296869,Tory Burch,Fast Fashion,2020,Pre-Fall,True,21.759567260742188,1.4396625356590025,60.76591873168945,0.3739163279533386,0.1770674586296081,0.6629647016525269,0.990491271018982,0.0952192246913909
393432,Tommy Hilfiger,Fast Fashion,2016,Resort,True,31.557559967041016,2.69052862128763,51.66501998901367,0.5549532175064087,0.2885646820068359,0.5592706203460693,0.4706202447414398,0.2916136682033539
922833,Vanessa Bruno,Fast Fashion,2010,Fall,True,10.470173835754396,1.5908645578644445,16.697067260742188,0.1332376248762011,0.1438071412515298,0.1795686315484345,0.4152849643379251,0.4295326606296002
2906,Lacoste,Fast Fashion,2013,Fall,True,8.732648849487305,2.4356318498288876,14.870701789855955,0.3380508547835052,0.1268040752272227,0.1706196120232343,0.9249048615494282,0.5395228213146329
117228,Vanessa Bruno,Fast Fashion,2019,Fall,True,33.434234619140625,2.220192417344228,46.0783805847168,0.3527063727378845,0.2715040743350982,0.5583764910697937,0.6918451189994812,0.4325203895568847
121299,Tommy Hilfiger,Fast Fashion,2013,Spring,True,45.31174087524414,2.555769602027674,59.04302215576172,0.3900775541495532,0.348363387627328,0.7109725560694933,0.7954956782536562,0.2221733634684933
858971,Tory Burch,Fast Fashion,2015,Pre-Fall,True,30.896747589111328,3.130348012153058,59.269012451171875,0.1474498440027237,0.2033643187561989,0.597184324644506,0.4955053127727924,0.2699040323868394
162758,Lacoste,Fast Fashion,2007,Fall,True,15.583189964294434,1.6515563450923727,73.5430908203125,0.1285005509853363,0.1465174555778503,0.7358117699623108,0.979986608028412,0.1251849383115768
133775,Tory Burch,Fast Fashion,2023,Fall,True,25.460039138793945,1.6404811318903965,71.82662200927734,0.2254177033901214,0.1919861137866974,0.7681726217269897,0.9391865730285645,0.1347355395555496
801226,Isabel Marant,Fast Fashion,2017,Fall,True,21.827375411987305,2.2398637117273537,30.41440200805664,0.3746838569641113,0.1845816224813461,0.3712235391139984,0.7190799713134766,0.6814857721328735
